,Radix Sort(Base 10),Radix Sort(Base 2^16),Merge Sort,Shell Sort,Shell Sort Knuth's Sequence,Quick Sort(Median of Three),Quick Sort(Median of Five),Quick Sort(Median of Seven),Heap Sort,STL Sort
528000,186964,61950,65043,58987
529000,185968,63992,62942,34997
530000,183930,61992,66985,33999
531000,181972,64988,61997,34993
532000,188981,62991,75942,34994
533000,187016,85942,84989,46990
534000,187220,62991,64041,34987
535000,186009,61995,63940,35016
536000,214925,62987,62989,35993
537000,182934,64992,67039,34996
538000,189929,65987,64988,34995
539000,193973,64045,64992,43248
540000,188919,63045,63991,35041
541000,183976,62989,69029,35004
542000,185025,66990,65990,35995
543000,191931,64993,63992,35995
544000,194023,65942,65026,35951
545000,191975,63946,65991,35995
546000,187926,64039,64939,34995
547000,220030,63991,67038,36972
548000,189970,65994,68907,35995
549000,184974,67000,63991,34993
550000,189931,63990,64994,36986
551000,189928,64989,65989,35991
552000,188971,63990,66039,34995
553000,215957,64002,65041,35996
554000,210815,66043,66993,35994
555000,197934,67949,67991,36997
556000,190921,66040,64991,35993
557000,191974,65941,66161,35971
558000,207922,65950,67989,38991
559000,193968,68041,65976,35944
560000,195976,66036,66964,36996
561000,193926,80031,67989,40029
562000,191927,67961,68041,36997
563000,212023,66939,66990,36995
564000,194937,64975,66998,39002
565000,189977,65992,70940,37030
566000,201969,65991,66981,37000
567000,193979,64962,67984,37985
568000,191967,79944,69990,35976
569000,196975,66992,67941,36994
570000,197970,66986,68000,37996
571000,192923,66991,69991,36995
572000,232925,67988,70001,38995
573000,198588,66993,66996,37990
574000,195023,66993,69990,37991
575000,254961,75988,68990,36993
576000,202018,67989,69001,39996
577000,194975,70988,66958,37998
578000,197972,66996,68975,71992
579000,220973,68996,74991,38995
580000,198966,68000,95987,37947
581000,200028,67055,69939,41003
582000,211923,69994,68991,36999
583000,211973,68984,68040,41977
584000,202969,68962,73157,39041
585000,198972,71943,69991,40039
586000,211969,69990,70940,39000
587000,202934,69986,73037,38995
588000,203973,71033,68991,40000
589000,207973,69039,69993,43994
590000,204974,72037,69996,39970
591000,212015,70005,68988,38043
592000,210023,69996,98990,40991
593000,208017,68986,69949,38947
594000,219016,69035,69996,42051
595000,202974,95989,70992,39042
596000,212920,70990,71987,39994
597000,206970,70984,76001,39955
598000,234010,71999,70937,40994
599000,210982,74992,74982,42006
600000,210989,73987,71987,41003
601000,214923,73035,72989,40995
602000,226967,73989,71990,38992
603000,209036,70991,70943,40039
604000,237011,71990,74987,41029
605000,226971,70990,71297,39996
606000,209968,70990,77989,38993
607000,206923,73041,71992,38993
608000,249947,78959,74990,42038
609000,205974,74035,71941,39992
610000,211012,72993,72989,39037
611000,206932,70984,79039,40043
612000,217973,72154,71992,39993
613000,211979,71995,73982,41041
614000,214967,72990,73987,41996
615000,219965,71039,73993,40946
616000,211020,79983,71997,40984
617000,228971,73947,72985,39994
618000,210023,71993,75987,38997
619000,238923,73041,71999,40000
620000,293004,74942,72989,39993
621000,242014,95998,72943,41993
622000,212972,76989,73001,40991
623000,244966,73040,74944,41007
624000,219969,75991,74040,41991
625000,217974,75987,74042,41005
626000,219019,73992,76994,40003
627000,217917,83039,74995,40002
628000,242968,72948,75993,40995
629000,226965,73017,74988,40995
630000,218937,72993,79993,40997
631000,217974,73994,74991,40995
632000,217968,73998,77984,39999
633000,215924,75037,75991,56993
634000,216968,74025,77984,43044
